p.site	p.analysis	p_value	mean.group. 1	mean.group. 2	sd.group. 1	sd.group. 2
Myeloid momac FCN1 cycling	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac FOLR2	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac FOLR2 cycling	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac PLIN2	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac RETN	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac TREM2	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac TREM2 cycling	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid monocyte CD14	blood	cell_proportions_CD45:Myeloid	0.507004131985111	32.4301901243397	41.9819086050488	20.4385242484198	25.6525242267221
Myeloid monocyte CD14 FOLR3lo	blood	cell_proportions_CD45:Myeloid	0.27047854321002	44.4156471522007	29.9364788041274	17.3169515348311	23.4315194178186
Myeloid monocyte CD14CD16	blood	cell_proportions_CD45:Myeloid	0.781212144258569	6.75837235401746	7.46405076315531	2.30355256060335	5.1182064635126
Myeloid monocyte CD16	blood	cell_proportions_CD45:Myeloid	0.182201378916299	8.00584227143622	13.9769989654446	4.01511048196235	8.57812182032376
Myeloid monocyte conv	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid monocyte nonconv	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
NK cell iNKTs	biopsy	cell_proportions_CD45:NK	0.0601235570995785	0.236013986013986	1.49926930945711	0.332282828824269	1.42138592637572
NK cell NK active	biopsy	cell_proportions_CD45:NK	0.924742232333163	14.0304910540909	14.2239388937706	8.97319130226078	11.2754137490574
NK cell NK CD56bright	biopsy	cell_proportions_CD45:NK	0.520883141919247	8.06129645861946	6.84415734444561	3.55088185181746	4.99804853095896
NK cell NK mature	biopsy	cell_proportions_CD45:NK	0.684830538103807	13.1084696974975	17.3969908652723	3.15884618017341	12.1085974104095
NK cell NK terminal	biopsy	cell_proportions_CD45:NK	0.397168849797063	2.13946482659057	4.69880642363277	1.16369994257508	4.27711047828838
NK cell NK transitional	biopsy	cell_proportions_CD45:NK	0.413586693219679	62.4242639771875	55.3368371634216	11.0655797765962	16.7877224361903
NK cell iNKTs	blood	cell_proportions_CD45:NK	0.622848205981823	0.0328407224958949	0.0159616919393456	0.0734340879310276	0.0422306673753326
NK cell NK active	blood	cell_proportions_CD45:NK	0.622116236951497	34.3200917912675	38.6409272312414	9.3923809197021	17.0921626143718
NK cell NK CD56bright	blood	cell_proportions_CD45:NK	0.63420000117625	8.90878322376961	7.37134987925546	6.40359778530507	4.51378647773987
NK cell NK mature	blood	cell_proportions_CD45:NK	0.504237135146852	44.4447733250747	40.2870901739017	5.90207029630009	12.3238669122113
NK cell NK terminal	blood	cell_proportions_CD45:NK	0.266193018247264	4.06987050327441	6.65464615452991	0.355878543361713	4.83037057515123
NK cell NK transitional	blood	cell_proportions_CD45:NK	0.584549553624214	8.22364043411792	7.03002486913221	4.27366540475565	3.08579107137134
T cell CD4 CM	biopsy	cell_proportions_CD45:T cell	0.834333118547006	1.96273991346942	2.08173871010467	0.416017797828072	0.778156918401811
T cell CD4 CM Activated	biopsy	cell_proportions_CD45:T cell	0.0643925521932068	0.815528863650435	0.0450567928403866	1.40104958682842	0.0354151251774569
T cell CD4 EM	biopsy	cell_proportions_CD45:T cell	0.853828306279774	2.38865120930852	2.67531696836063	1.08459868407829	1.91806039963144
T cell CD4 Exhausted	biopsy	cell_proportions_CD45:T cell	0.593289780253663	1.34076699242697	1.12607716608843	0.797734432355338	0.801515495712934
T cell CD4 Naive	biopsy	cell_proportions_CD45:T cell	0.304852445611897	4.93780516751003	6.43749087462987	2.0393163847927	2.64755811446234
T cell CD4 Senescent	biopsy	cell_proportions_CD45:T cell	0.574448392436998	0.21931806953392	0.193673824499464	0.176148129529459	0.241238053176616
T cell CD4 Tfh	biopsy	cell_proportions_CD45:T cell	0.305016772790441	7.57105413285273	9.82506109958168	3.69139826165446	3.71589678715192
T cell CD4 Tfh Activated	biopsy	cell_proportions_CD45:T cell	0.702060946572712	1.61505895897484	1.96006621089189	0.940478545485141	1.40818304315008
T cell CD4 Th1	biopsy	cell_proportions_CD45:T cell	0.0320673197525545	0.41065308897191	0.134475805970158	0.269104849937704	0.11236200912869
T cell CD4 Th17	biopsy	cell_proportions_CD45:T cell	0.00412807708773817	5.63036624862259	3.52212738883999	0.877700273643793	1.04177678926361
T cell CD4 Th17 Activated	biopsy	cell_proportions_CD45:T cell	0.0224347956592284	2.47163368940964	1.55916043325233	0.669311022670677	0.491073837987346
T cell CD4 Th2	biopsy	cell_proportions_CD45:T cell	0.000296444674411343	9.83269566571514	6.55953324869777	1.07610649284981	0.962303063044735
T cell CD4 Treg	biopsy	cell_proportions_CD45:T cell	0.00743557998527528	7.33406718623035	3.70814358668836	3.12795218888036	0.823480434665703
T cell CD4 Treg Activated	biopsy	cell_proportions_CD45:T cell	0.000226672551211729	9.0473431041014	3.16952366733263	2.98554754848013	0.90188881633437
T cell CD8 CM Activated	biopsy	cell_proportions_CD45:T cell	0.0140856539464537	0.514545395864548	0.132504022386249	0.390246045536875	0.0996143524332725
T cell CD8 EM	biopsy	cell_proportions_CD45:T cell	0.00755689789869234	23.0498078052697	34.9566217291304	5.96789627866859	6.53088145648172
T cell CD8 EM Activated	biopsy	cell_proportions_CD45:T cell	0.0822103348573957	8.84849477359761	12.0173117576076	1.37457436480208	3.4700041633398
T cell CD8 EMRA	biopsy	cell_proportions_CD45:T cell	0.879652512413733	3.07842987656504	2.91192364206937	1.45581843463481	1.1925024909779
T cell CD8 Exhausted	biopsy	cell_proportions_CD45:T cell	0.796413357709609	2.37401546790761	3.00689128138906	1.1233654967393	3.0019857889848
T cell CD8 Naive	biopsy	cell_proportions_CD45:T cell	0.660634327137799	0.528980029016047	0.564408362408639	0.395275976304016	0.192255620273677
T cell CD8 Senescent	biopsy	cell_proportions_CD45:T cell	0.754786848583281	1.1029120086244	1.30517756438683	0.500568980573701	0.837326522365489
T cell gdT	biopsy	cell_proportions_CD45:T cell	0.000834243886953196	2.94509920835962	0.405270324868544	1.93624158705579	0.355377769676421
T cell MAIT	biopsy	cell_proportions_CD45:T cell	0.236233869520901	1.31993879377317	0.756497350750524	0.952425426974358	0.52766075489965
T cell NK like	biopsy	cell_proportions_CD45:T cell	0.406690601456094	0.660094350244333	0.945948187224593	0.381503787217933	0.713287796388436
T cell CD4 CM	blood	cell_proportions_CD45:T cell	0.940035981076486	3.85104068847667	3.79393908152255	1.24035103599742	1.2799115398361
T cell CD4 CM Activated	blood	cell_proportions_CD45:T cell	0.441715424074347	0.391214803215749	0.222232053409008	0.399580407782252	0.331473890510751
T cell CD4 EM	blood	cell_proportions_CD45:T cell	0.642226421446706	2.1871024512563	2.50989011168262	0.739874800694554	1.35733463332104
T cell CD4 Exhausted	blood	cell_proportions_CD45:T cell	0.513172047843329	0.0408922588780915	0.056062773087	0.0456476328654001	0.0323239326748539
T cell CD4 Naive	blood	cell_proportions_CD45:T cell	0.113647641629293	41.6369604479729	29.2099474579694	17.6594173437239	6.47117696281056
T cell CD4 Senescent	blood	cell_proportions_CD45:T cell	0.448187479109262	1.91289930926102	2.90494505565991	2.51794440468472	1.85753317903898
T cell CD4 Tfh	blood	cell_proportions_CD45:T cell	0.944496726534913	2.14054903807806	2.10489078806658	0.651755831207602	0.964190547302146
T cell CD4 Tfh Activated	blood	cell_proportions_CD45:T cell	0.839436613439068	0.69021037285366	0.721304061516621	0.197770120307762	0.287402678090932
T cell CD4 Th1	blood	cell_proportions_CD45:T cell	0.415539484893817	1.88208596035591	2.72924001539283	1.93092632267353	1.53296512871269
T cell CD4 Th17	blood	cell_proportions_CD45:T cell	0.878747376161906	5.37217040771372	5.59874535207752	1.66385160266821	2.88831512047371
T cell CD4 Th17 Activated	blood	cell_proportions_CD45:T cell	0.595386297893933	0.627501650066218	0.782129695847756	0.333243246519925	0.558844642136266
T cell CD4 Th2	blood	cell_proportions_CD45:T cell	0.769211310883674	5.76513279267188	6.2514498139961	1.75709953146047	3.25411702891936
T cell CD4 Treg	blood	cell_proportions_CD45:T cell	0.66265799924539	2.74333321765492	2.4927203595372	0.726844838097595	1.07651044798815
T cell CD4 Treg Activated	blood	cell_proportions_CD45:T cell	0.970070337786763	1.14256077671024	1.12967986774223	0.353521455902373	0.679466085715507
T cell CD8 CM Activated	blood	cell_proportions_CD45:T cell	0.255558111060121	0.301852901346553	0.906041921944884	0.213814156217107	1.09064162414765
T cell CD8 EM	blood	cell_proportions_CD45:T cell	0.604066646807565	8.22961790094641	9.81936130761275	5.59195306529825	4.69141900151647
T cell CD8 EM Activated	blood	cell_proportions_CD45:T cell	0.96178552306629	1.01629863598479	1.03484579912063	0.807674331358065	0.507915269909724
T cell CD8 EMRA	blood	cell_proportions_CD45:T cell	0.180684935551896	10.5658859272982	16.4708637872036	7.587694697222	6.59280919220921
T cell CD8 Exhausted	blood	cell_proportions_CD45:T cell	0.119930534470883	0.274494887960547	0.189938571465449	0.114029449950672	0.0579215932986919
T cell CD8 Naive	blood	cell_proportions_CD45:T cell	0.846312977124133	3.72676508114982	3.46571424726648	2.04157781938494	2.36504990541458
T cell CD8 Senescent	blood	cell_proportions_CD45:T cell	0.344238172610442	3.80169069399298	5.64708339213591	3.78674366029823	2.69015069396493
T cell gdT	blood	cell_proportions_CD45:T cell	0.724518108972076	0.129042867290891	0.110257563713188	0.0885357980600373	0.0884771858880066
T cell MAIT	blood	cell_proportions_CD45:T cell	0.955886330526308	0.344590332921011	0.35493915579934	0.407117901071792	0.226569535522704
T cell NK like	blood	cell_proportions_CD45:T cell	0.785614995823833	1.22610659594342	1.49377776623047	1.42584511399561	1.7622411085103
Myeloid	biopsy	cell_proportions_CD45:broad condensed	0.000164557413450885	38.933309746155	5.77004648355378	15.5244253302917	4.07391343730378
NK	biopsy	cell_proportions_CD45:broad condensed	0.370631523423755	2.24285227039559	1.74999657072774	0.959572029387263	1.27784053301064
B/T cells	biopsy	cell_proportions_CD45:broad condensed	0.000532563176441822	55.9817697599092	89.6373672484566	15.787917675229	5.19601192041144
Myeloid	blood	cell_proportions_CD45:broad condensed	0.935375317596956	21.361991779468	22.2322479586383	11.8873681201911	20.9358847583245
NK	blood	cell_proportions_CD45:broad condensed	0.904480841736852	10.3111914214821	10.6377686464222	3.53344421023098	5.08916318673713
B/T cells	blood	cell_proportions_CD45:broad condensed	0.924356109820333	67.7880591713536	66.7654277116874	14.2417548551636	20.0242848786818
ASC	biopsy	cell_proportions_CD45:broad B cell	0.00335908796227315	33.1995035257114	3.31233799349923	26.8500958285349	1.385714336218
memory	biopsy	cell_proportions_CD45:broad B cell	0.0601563724573418	53.4336712615861	70.8850927429741	18.1836306903866	10.3287677043537
activated	biopsy	cell_proportions_CD45:broad B cell	0.101845177705033	2.30608283921406	4.33094472391078	1.69673964046494	2.44232892689512
GC	biopsy	cell_proportions_CD45:broad B cell	0.514529679057475	2.13102937493738	3.07868179895137	1.48234594075978	3.22380750189567
MZ	biopsy	cell_proportions_CD45:broad B cell	0.107323993049549	0.912675740127799	1.75691322006008	0.711166062147294	0.959682467184234
naive	biopsy	cell_proportions_CD45:broad B cell	0.0696781763922791	8.01703725842328	16.6360295206045	9.85566696638927	8.65181468226678
ASC	blood	cell_proportions_CD45:broad B cell	0.456420660046229	3.68856065632196	6.19322989410129	2.29129830165461	6.87800468889406
memory	blood	cell_proportions_CD45:broad B cell	0.149844697718935	53.9825222935924	59.847936276252	3.58435655692882	7.75655244757588
activated	blood	cell_proportions_CD45:broad B cell	0.375008269815835	3.87484271872223	5.37617924219952	1.02178716920757	3.46597504036338
GC	blood	cell_proportions_CD45:broad B cell	0.39020006722839	1.62472323545454	2.10400135825848	0.759405423508298	0.99983559361379
MZ	blood	cell_proportions_CD45:broad B cell	0.773332453128302	8.34018661232462	9.43590395124949	5.47713665026223	6.8293856132909
naive	blood	cell_proportions_CD45:broad B cell	0.0650017510090044	28.4891644835843	17.0427492779393	5.62218231537422	11.2781504319644
CD4	biopsy	cell_proportions_CD45:broad T cell	0.0276421195822611	55.5776822907779	42.9974457777782	9.19762277462928	7.64712664657309
CD8	biopsy	cell_proportions_CD45:broad T cell	0.00901703871378261	39.497185356845	54.8948383593781	9.03830337632826	7.52656359611539
MAIT	biopsy	cell_proportions_CD45:broad T cell	0.236233869520901	1.31993879377317	0.756497350750524	0.952425426974358	0.52766075489965
gamma/delta	biopsy	cell_proportions_CD45:broad T cell	0.000834243886953196	2.94509920835962	0.405270324868544	1.93624158705579	0.355377769676421
CD4	blood	cell_proportions_CD45:broad T cell	0.281573944662527	70.3836541751654	60.5071764875074	18.0393828733348	12.2096848289661
CD8	blood	cell_proportions_CD45:broad T cell	0.271300214825114	27.9166060286793	37.5338490267496	16.9262098428129	11.8588690116302
MAIT	blood	cell_proportions_CD45:broad T cell	0.955886330526308	0.344590332921011	0.35493915579934	0.407117901071792	0.226569535522704
gamma/delta	blood	cell_proportions_CD45:broad T cell	0.724518108972076	0.129042867290891	0.110257563713188	0.0885357980600373	0.0884771858880066
DC	biopsy	cell_proportions_CD45:broad Myeloid	0.148680054297876	14.8938450117232	24.7322986692738	6.41313953118032	14.3655812466263
granulocyte	biopsy	cell_proportions_CD45:broad Myeloid	0.0394364402055642	7.41084870529094	21.2028690896271	3.63327838663722	12.0193578162922
Mast	biopsy	cell_proportions_CD45:broad Myeloid	0.510363605812359	22.1840001548578	14.5091408997973	17.7456450449436	8.64369420921978
momac	biopsy	cell_proportions_CD45:broad Myeloid	0.0206118438697936	54.4367762686469	23.3559791547677	24.7283861362702	12.6708805650517
monocyte	biopsy	cell_proportions_CD45:broad Myeloid	0.0212330051456447	1.07452985948113	16.199712186534	0.866984959464533	20.1176908910469
DC	blood	cell_proportions_CD45:broad Myeloid	0.482410912671997	8.26056396439421	6.24916481394357	5.19892050594448	4.35116810665584
granulocyte	blood	cell_proportions_CD45:broad Myeloid	2	0	0	0	0
Mast	blood	cell_proportions_CD45:broad Myeloid	2	0	0	0	0
megakaryocyte	blood	cell_proportions_CD45:broad Myeloid	0.427658309704952	0.129384133611691	0.391398048280347	0.226011566957504	0.673924266199531
momac	blood	cell_proportions_CD45:broad Myeloid	2	0	0	0	0
monocyte	blood	cell_proportions_CD45:broad Myeloid	0.53422908663782	91.6100519019941	93.3594371377761	5.11847196359089	4.29342805466089
T cell CD4 CM	biopsy	cell_proportions_CD4	0.0977665368408461	3.64802990121496	4.72475536154649	1.14841828340911	0.971482228654933
T cell CD4 CM Activated	biopsy	cell_proportions_CD4	0.0849790956863221	1.66702651254485	0.102107220386937	2.92886830445466	0.0781133141034403
T cell CD4 EM	biopsy	cell_proportions_CD4	0.393420815456937	4.50824932661374	6.13855633028125	2.66993673145436	3.59504392035683
T cell CD4 Exhausted	biopsy	cell_proportions_CD4	0.823080113324282	2.30283962703531	2.73444069410173	1.03054950787934	2.0770989310092
T cell CD4 Naive	biopsy	cell_proportions_CD4	0.0353543222884446	8.90064813362786	14.8645833106908	3.19561113675086	5.1252569981853
T cell CD4 Senescent	biopsy	cell_proportions_CD4	0.846443149985502	0.437873315137767	0.502545141284573	0.398152164905984	0.640131337909722
T cell CD4 Tfh	biopsy	cell_proportions_CD4	0.021631371738265	13.1465517491283	22.6027182093796	5.05748202581796	6.57232664193831
T cell CD4 Tfh Activated	biopsy	cell_proportions_CD4	0.272029211350593	2.75224478328996	4.42365395656254	1.21235092095736	3.10820011776757
T cell CD4 Th1	biopsy	cell_proportions_CD4	0.125876049381762	0.799296909383255	0.346911154763399	0.625172691519806	0.343529430755315
T cell CD4 Th17	biopsy	cell_proportions_CD4	0.234597211270364	10.3231252999274	8.45710769906099	2.06513490372204	3.14821348528667
T cell CD4 Th17 Activated	biopsy	cell_proportions_CD4	0.19607464262969	4.45968475703609	3.6333881090987	1.03908974028466	1.00580659495843
T cell CD4 Th2	biopsy	cell_proportions_CD4	0.0947069310929822	18.000735138496	15.4168692612041	2.83562002292372	1.93445955367872
T cell CD4 Treg	biopsy	cell_proportions_CD4	0.0101493101611559	12.8941757750432	8.60932435080501	3.73230921761529	1.05623473607642
T cell CD4 Treg Activated	biopsy	cell_proportions_CD4	0.000444114133195337	16.1595187715214	7.44303920083386	3.85082135871183	2.05309536360046
T cell CD4 CM	blood	cell_proportions_CD4	0.26227175850087	5.49843184300758	6.16114646084559	1.03768433887595	0.89150102598584
T cell CD4 CM Activated	blood	cell_proportions_CD4	0.468024609870432	0.507720426002048	0.315943022807301	0.48648911217905	0.395467072063849
T cell CD4 EM	blood	cell_proportions_CD4	0.347029343250836	3.12462228840341	4.20371818187515	0.658513974727881	2.35036847583868
T cell CD4 Exhausted	blood	cell_proportions_CD4	0.54364837525018	0.0701207091977614	0.0955793067831041	0.0825304786196442	0.0585717729510865
T cell CD4 Naive	blood	cell_proportions_CD4	0.291561221099527	56.2206766069763	48.478435265317	16.4939232270702	7.32560086664918
T cell CD4 Senescent	blood	cell_proportions_CD4	0.679667948312256	4.07521766912052	5.37722193921729	6.71800036160346	3.93495600086169
T cell CD4 Tfh	blood	cell_proportions_CD4	0.608115037342343	3.05265680268696	3.4195881666702	0.485290053660334	1.47605578233408
T cell CD4 Tfh Activated	blood	cell_proportions_CD4	0.291392337798141	0.975625367629594	1.17483940653349	0.0788440101426982	0.389034914908647
T cell CD4 Th1	blood	cell_proportions_CD4	0.638522405366305	3.75652948893301	4.97968166454451	5.38600148943411	3.41362753125864
T cell CD4 Th17	blood	cell_proportions_CD4	0.430206579400416	7.74526075022132	8.8606314416797	1.71329374228824	2.64422013659708
T cell CD4 Th17 Activated	blood	cell_proportions_CD4	0.478232886592478	0.951438090048713	1.23426428985871	0.530066121513489	0.727428823374205
T cell CD4 Th2	blood	cell_proportions_CD4	0.384594251236559	8.35617975343439	9.90346942794164	1.93873953267262	3.40152352232023
T cell CD4 Treg	blood	cell_proportions_CD4	0.983646621653311	3.98106028032106	3.99338907710949	0.801861133446332	1.11549708658322
T cell CD4 Treg Activated	blood	cell_proportions_CD4	0.802375670006028	1.68445992401729	1.80209234881679	0.515570442346082	0.917092939287337
T cell CD8 CM Activated	biopsy	cell_proportions_CD8	0.00162096473464723	1.07193042230737	0.224173695784393	0.643335491058676	0.150512543573945
T cell CD8 EM	biopsy	cell_proportions_CD8	0.0349756440668023	51.7097759810002	61.2898101407943	6.30106092374349	7.09760102576537
T cell CD8 EM Activated	biopsy	cell_proportions_CD8	0.818068085779172	20.246166355736	21.1712099537697	2.64624267477882	5.81831015369472
T cell CD8 EMRA	biopsy	cell_proportions_CD8	0.293708971104714	6.82307733372358	5.1994703683081	2.75023703908186	2.37898193711849
T cell CD8 Exhausted	biopsy	cell_proportions_CD8	0.795837476118445	5.3503629472784	5.18257452364224	2.83121405978739	4.82223222667968
T cell CD8 Naive	biopsy	cell_proportions_CD8	0.76309810989107	1.13292728101401	1.02203908329997	0.653959352952984	0.450354951278713
T cell CD8 Senescent	biopsy	cell_proportions_CD8	0.644550208623602	2.39922054150478	2.20859386606981	0.73204795263759	1.31277521311359
T cell MAIT	biopsy	cell_proportions_CD8	0.115428002668131	3.15965293021372	1.36142792784183	2.58888493766086	0.982809965652397
T cell gdT	biopsy	cell_proportions_CD8	0.000217173568227677	6.70232752410608	0.682874785841112	3.64773781012738	0.564602331454213
T cell NK like	biopsy	cell_proportions_CD8	0.741895145396319	1.40455868311586	1.65782565464858	0.591789838573063	1.19068344903174
T cell CD8 CM Activated	blood	cell_proportions_CD8	0.300165608287487	1.06551192502864	2.50698859052912	0.792757042395879	2.83569923355844
T cell CD8 EM	blood	cell_proportions_CD8	0.495233351439941	27.6782167967258	25.0285836797424	4.98781584949477	7.17883442238562
T cell CD8 EM Activated	blood	cell_proportions_CD8	0.707191350651959	3.40480005384235	3.01240787120662	1.50542850540733	1.87041125778315
T cell CD8 EMRA	blood	cell_proportions_CD8	0.289254240743833	34.0531163532433	40.0930266638057	6.86486439247879	10.4966050464589
T cell CD8 Exhausted	blood	cell_proportions_CD8	0.0978982206381893	1.0812274772736	0.576312466946269	0.58573569220267	0.378382256252797
T cell CD8 Naive	blood	cell_proportions_CD8	0.291414017485269	15.8669462159061	10.3097362014614	8.33646180838637	8.64174629644634
T cell CD8 Senescent	blood	cell_proportions_CD8	0.43327274280112	10.8763300007898	13.4311555772041	5.14411881814729	5.4735930878827
T cell MAIT	blood	cell_proportions_CD8	0.54135991987566	1.85470700087016	1.1571551280494	2.58637638415107	1.20669698849976
T cell gdT	blood	cell_proportions_CD8	0.483395873742934	0.455743094413551	0.334641740928795	0.258638961991426	0.29995375810335
T cell NK like	blood	cell_proportions_CD8	0.958049334070468	3.66340108190667	3.54999208012626	3.10897030189821	3.87929140517462
